Address;Text;Stars;Date
Кирочная, 24;"Сплошное хамство и обман. На ценниках цифры одни, а в чеке другие. Цитирую ответ главного: ""там же написано: 1+1, акция! Андэстэнд?"".0 из 10 этой пятёрочке.";5;18 февраля 2020, отредактирован
Кирочная, 24;Чисто - нет разводов на полу.Низкие цены - лимоны по 109 за кг.Вежливые кассиры - с пониманием отнеслись к просьбе не заворачивать муку в пакетик.;5;23 января 2020
Кирочная, 24;По открытию были постоянно проблемы с не правильными ценниками. Но сейчас хороший магазин;1;29 декабря 2019
Кирочная, 24;Кассиры хамки никакого человеческого отношения !!;1;22 декабря 2019
Кирочная, 24;не работала лента на кассе, и кассирша вместо того, чтобы попросить нормально, начала командным голосом говорить чтобы мы подали ей продукты, край неуважения к покупателям;2;12 декабря 2019
Кирочная, 24;Кассир игнорирует банальный вопрос, продавцы всем видом показывают, что хотят чтобы к ним вообще не заходили.;5;19 ноября 2019
Кирочная, 24;Чисто, все свежее, персонал приветливый.;0;10 ноября 2019
Транспортный переулок, 1;Неадекватный директор;1;23 апреля 2023, отредактирован
Транспортный переулок, 1;Крайне не советую этот магазин. Детектор хам и от него розит алкоголем;1;3 февраля 2023
Транспортный переулок, 1;Чистый магазин, вежливые кассиры, хорошая выпечка (после 10 утра).;5;5 января 2023
Транспортный переулок, 1;Чисто,кассиры вежливые, ценники как везде в пятерочке -бывают путаные,Но на кассе всё посчитали в пользу покупателя;5;24 декабря 2022
Транспортный переулок, 1;На мою просьбу следить за ценниками, так как три раза подходила на кассу меняла товар, потому что не соответствует ничего, мне сказали АГА ОБЯЗАТЕЛЬНО. Это было на кассе где сигареты в 17:46 где то, проведите бесседу со своими хамками;1;1 ноября 2022
Транспортный переулок, 1;Хороший магазин рядом с домом, просторный, очередей нет, самое необходимое есть, свежая выпечка очень нравится.;5;1 сентября 2022, отредактирован
Площадь Ленина, 8;Понимаю, «время работы 7-24»;1;2 сентября 2023
Площадь Ленина, 8;"Кассы самообслуживания в достаточном количестве, не приходится стоять в очереди в час пик. Ассортимент вовремя ""освежают"".";5;25 августа 2023, отредактирован
Площадь Ленина, 8;Не уютно, тесно, грязно.;1;17 июня 2023, отредактирован
Площадь Ленина, 8;Располагается рядом с домом, вежливый персонал, хорошие цены.;5;12 июня 2023
Площадь Ленина, 8;Зашел за едой и ужаснулся кассирша сидит за кассой без маски и кашляет на покупателей. Они замечания делают а тетеньке похрену сидит и кашляет! Магазин был битком набит людьми и очередь на кассу огромная! Безобразие отправьте пожалуйста кассиршу к врачу пусть лечится и не заражает покупателей вирусами!!!;1;15 декабря 2022
Площадь Ленина, 8;Стандартная Пятерка, но постоянные очереди очень раздражают…;3;6 сентября 2022
Площадь Ленина, 8;Всё. От ассортимента до обслуживания;5;16 августа 2022, отредактирован
Площадь Ленина, 8;Зашел перед поездкой на дачу, купил все сто нужно было. Очереди не было, свежая молочка и сыр, хлеб и крупа. На вопрос а где же алкоголь ответили и показали сразу. Обслуживание хорошее. Есть холодное мороженное и его много. Спасибо затарился как надо, на недельку.;5;5 июля 2022
Площадь Ленина, 8;Обычный магазин;3;28 июня 2022
Площадь Ленина, 8;Все есть, в ассортименте еда питье и вкусности, купили самое необходимое для электропутешествия в Солнечное на пляж. удивительно, что очередей нет, как везде! В зале чисто просторно и недорого! Спасибо.;5;31 мая 2022
Площадь Ленина, 8;Цены не соответствуют ценнику, скидки не действительныПерсонал так и нравится заглянуть в корзинуПри оплате, обычными словами лезут под руку...;1;17 мая 2022
Площадь Ленина, 8;Не понравилось. Меня не пустили в магазин. Я весь день мечтал о конфете киткат в темном шоколаде и ради этой конфеты приехал из другого города, но меня не пустили в магазин в 23:46, хотя пятёрочка ещё должна была работать 15 минут, согласно информации, указанной в 2гисБан, дизлайк, отпискаприходите за киткатом заранее;1;30 апреля 2022
Площадь Ленина, 8;Ужасно грубый персонал не умеющий работать в спорных вопросах, на КСО постоянно нет одноразовых пакетов (хотя раньше они там всегда были), постоянно мусор или кккие-нибудь коробки на проходе очень мало места в магазине, особенно, если перед обычной кассой скопиться очередь. Неоправданно большие цены и отсутствует пекарня. Ходил в этот магазин, только потому, что он рядом с домом, но даже этот плюс не перекрывает вышеозвученные недостатки. Одним словом не магазин, а мрак полный!;1;16 марта 2022
Площадь Ленина, 8;Очереди на 10 человек;1;17 июля 2021
Площадь Ленина, 8;Подозревают даже не смотря;1;4 июля 2021
Площадь Ленина, 8;"Боюсь, что отзывы ниже ""накрутка"" персонала, так как магазин:а) грязноват, на полу пустые коробки из-под распакованных товаровб) старый ремонт, очень мало место между полками и стеллажами, с тележкой покупателям явно не разойтись в проходев) 08.03 2021 ~16:30-40 был полный магазин людей, очереди в каждую из касс, из самообслуживания работает 1 из 3-х и на просьбу что-либо сделать: охранник передаёт со смехом карточку разблокировки сотруднику зала *я не умею"", последний же открывает вторую кассу и трогает остальные, на нерешительные просьбы людей открыть оставшиеся ""это не нужно, нет времени, стойте в обычные"".Уважаемые X5, это явно не тот стандарт, который Вы позиционируете для своего бренда. Возможно не обратите внимание, но никому не советую магазин, надеюсь, что ситуация изменится со временем (в фотографиях магазина прилагаю хаос у касс воочию).";2;8 марта 2021
Площадь Ленина, 8;Хороший магазин и директор;5;20 ноября 2020
Площадь Ленина, 8;Хороший магазин, вежливый персонал. Самый лучший магазин во всем Санкт Петербурге!!!!;5;20 ноября 2020
Площадь Ленина, 8;Вежливый персонал, большой выбор товара.;5;20 ноября 2020
Площадь Ленина, 8;Хороший ,чистый магазин с хорошими сотрудниками и хорошим ассортиментом;5;20 ноября 2020
Площадь Ленина, 8;Хороший магазин ,ценники всегда корректные ,вежливый персонал;5;20 ноября 2020
Площадь Ленина, 8;В этом магазине большой ассортимент товаров, в отличии от других пятерочек;5;18 ноября 2020
Площадь Ленина, 8;Хороший магазин, отличные сотрудники;5;13 ноября 2020
Площадь Ленина, 8;Хороший коллектив, терпеливый администратор, пытается помочь покупателям. Быстро нашла нужный товар.;5;2 ноября 2020
Площадь Ленина, 8;Вежливый персонал, всегда помогут с поиском товара, свежие фрукты-овощи, но тесноват.;5;30 октября 2020
Площадь Ленина, 8;Искал свечи для торта! Персонал быстро и четко помогли в поиске);5;30 октября 2020
Площадь Ленина, 8;Нашла, все что было нужно. Персонал адекватный, вежливый. Из минусов - тесновато, небольшое помещение, из плюсов - работают с 07 до 23:45;5;29 октября 2020
Площадь Ленина, 8;"Ужасный магазин с соответствующим обслуживанием, планировка "" всё для людей"", в ""хвосте"" магазина кассы одна на одной, людям с тележками нормально не подойти, толкаясь проходить, кассиры в возрасте как мухи осенние, кассы еле грузятся, в самом магазине товар навален, склад а не магазин, боишься что на тебя свалится, бардак и просрочка с подгнившими овощами. Просто капремонт, нормальный зал с подходом к кассам свободным, молодой и расторопный персонал нанять, а то зрелище, заходить не хочется даже за чем-то одним нужным. Отвратительный магазин.";1;5 октября 2020
Площадь Ленина, 8;Сотрудники не доброжелатнльные. Постоянные очереди. Грязно. Но есть хорошая продукция;3;10 июля 2020, отредактирован
Площадь Ленина, 8;Тоже не нравится данный магазин, но он ближайший удобный к вокзалую, часто не дружелюбные кассиры, игнорируют вежливость покупателя.;1;16 декабря 2019, отредактирован
Площадь Ленина, 8;Самая ужасная 5орочка в мире. Кассиры хамят. Работать не хотят. Рабочий персонал работает ОТВРАТИТЕЛЬНО.;1;20 июня 2019
Площадь Ленина, 8;Самый ужасный магазин Пятёрочка в городе из-за своей конфигурации. Очень неудобное помещение, длинное и узкое. Народу всегда очень много, особенно вечерами, так что очереди в кассу длиннющие.Персонал доброжелательный, само помещение чистое, выкладка товара аккуратна. Сроки годности продуктов все соблюдены. Небольшой минус в том, что очень часто неразбериха с ценниками, разбросаны по всей поверхности, куда их крепят. Товар перед глазами, а ценник может быть в нескольких метрах от него.В целом магазин хороший. Тем более, что альтернатив поблизости нет.;4;11 сентября 2016
Площадь Ленина, 8;Купил сегодня у них куриные бедрышки в лоточке, замотанные в полиэтилен. Когда дома развернул, окаалось, пованивают. Упаковано 7 августа, срок хранения 7 суток - еще не вышел. Значит, температуру не соблюдают.;1;11 августа 2016
Площадь Ленина, 8;Самый адовый супермаркет из всех, в которых мне приходилось бывать. Во-первых, помещение неподходящее – узкое и вытянутое, места для прохода очень мало, вечно не протолкнуться. Про неразбериху в ценниках я даже говорить не буду. Ассортимент скудноват, но, может, оно и к лучшему, так как долго находиться в этом магазине и выбирать что-то сложно, толкучка не располагает.Но самый большой абзац – это постоянные длиннющие очереди на кассах, которые занимают и без того узкие проходы. Можно и полчаса простоять в очереди, а то еще и кассир уйдет на обед. Многие просто не выдерживают и кидают полные корзины с товаром около касс. К сожалению, это единственный супермаркет в округе, но я стараюсь лишний раз его не посещать. Кто-нибудь, пожалуйста, составьте им конкуренцию, откройте еще супермаркет поблизости! Из плюсов – работает круглосуточно.;1;5 августа 2016, отредактирован
Площадь Ленина, 8;Еще с Челябинска помню, что Пятерочка - это ад. Грязь, вонь и низкие цены.В Петербурге сначала не узнала логотип, да и сами магазины.Сегодня зашла по пути сюда за сладким к чаю домой. Удивлена. Все чистенько, аккуратно разложено, выбор продуктов нормальный, а цены и правда очень приятные. Самое главное, что продукты в наличии и их достаточно. Ради любопытства поглядела сроки годности продуктов (молочка, консервированные продукты, бакалея, торты, колбасные изделия) все в норме.Очень я удивлена. За ежедневными покупками можно сюдаходить. Та же Макфа стоит 27 рублей пачка. В общем очень годно.;4;21 декабря 2014
Курская, 28;Свежие фрукты и овощи, чистый и приятный магазин, быстрое обслуживание, вежливый персонал, нет очередей, располагается рядом с домом, хороший выбор товаров, хорошие цены.;5;14 декабря 2022, отредактирован
Курская, 28;Хороший выбор товаров, хорошие цены, располагается рядом с домом, вежливый персонал, быстрое обслуживание, свежие фрукты и овощи, чистый и приятный магазин, нет очередей, располагается рядом с домом.;5;5 декабря 2022, отредактирован
Курская, 28;Не могут при очереди из 6 и более открыть вторую кассу;1;19 октября 2022
Курская, 28;Всё хорошо;5;24 мая 2022
Курская, 28;Нормальный магазин, внутри чистенько, вроде бы следят, чтобы просрочки не было на полках, работает 3-4 кассы, очереди очень редко;4;7 мая 2022
Курская, 28;Магазин норм, но ощущение, что тряпку для мытья пола не меняли НИКОГДА. Полы воняют так, что даже маска не спасает!!Апдейт: больше в магазине не пахнет, теперь все хорошо!;5;9 марта 2022, отредактирован
Курская, 28;Отлтчнай магазин, отличный персонал.;5;9 марта 2022
Курская, 28;Проехал сотни городов россии и первый раз встретил такой ОХУЕ…ий персоналСпросил сигарет в грубой форме рявкнули что иди на другую кассу я бегать не собираюсь и это в культурной столицеУволить и гнать таких торгашейСамый помойный филиал;1;27 июля 2021
Курская, 28;22.02.21 около 11.00 нахамили на кассе. Нахамила женщина кассир с короткой стрижкой и обесцвеченными волосами. При чём уже не первый раз. Хожу сюда часто, тк работа рядом. Пишу, потому что нет сил уже терпеть. Портит настроение своим хамским поведением без обосновательной на то причины.Самый замечательный кассир в этом магазине девушка в очках со светлыми длинными волосами, очень добрая и вежливая, от всех остальных работников данного магазина отличается своим культурным поведением.Научите пожалуйста других кассиров так же вежливо разговаривать с покупателями.;1;22 февраля 2021, отредактирован
Курская, 28;Постоянно недостаточно касс!;2;9 февраля 2019
Курская, 28;Это самый ужасный магазин из всей сети. Персонал хамит друг другу, персонал хамит покупателям. Постоянно работает одна (максимум две) кассы, из-за этого всегда очереди. Магазин грязный. на прилавках просрочка бывает часто. никакого порядка в ценниках.;1;30 августа 2018
Курская, 28;Люблю сеть магазинов, в целом!!! Только грязно постоянно, это отпугивает. И карта дурацкая бонусная. Прировняли бы один балл к рублю. А то ходишь в магазин целый месяц, а в конце понимаешь что насобирал всего на скидку в 59 рэ;5;14 июня 2018
Черняховского, 16/5;Ого-го, обыкновенный продуктовый нужный магазин!;3;1 февраля 2023, отредактирован
Черняховского, 16/5;Кассиры и персонал на высоте ! А вот с товаром и ценниками беда.;4;18 июля 2021
Черняховского, 16/5;Обычный магазин шаговой доступности. Ограниченный выбор необходимых продуктов, но купить самое необходимое конечно можно.;2;3 июля 2021
Черняховского, 16/5;27.04. посетил магазин пятерочка и остался крайне разочарован визитомПриобрёл светлое пиво Стелла Артуа, цена которого на ценнике была 64₽, казалось все отлично, но дьявол в деталях, оплачивая, я заметил что цена теперь 90₽, настроение моментально ухудшилось.Какой вывод можно сделать из этой ситуации:Я конечно все понимаю, что акций много и их нужно менять, но ситуация рядовая, часто на кассе замечаешь иную от ценника стоимость на товарНадеюсь на лучшее.;5;27 апреля 2021
Черняховского, 16/5;Кассиры просто лучшие!;5;15 августа 2020
Черняховского, 16/5;Вполне живое место. Некоторые продавцы очень быстрые, веселые и адекватные. Постоянно скидки на молочный шоколад с фундуком, опять же - хорошие фрукты. Как Пятёрочка - отличная Пятёрочка, никаких проблем. С чеками, опять же, не обманывали доселе, наоборот - если ошибся, поправляют.;5;31 января 2020
Черняховского, 16/5;Хорошие кассиры работают✊🏽;1;19 сентября 2019, отредактирован
Черняховского, 16/5;"Покупал в пятницу много чего и в том числе чай по акции (ценник на витрине 169 руб). По факту 339. Заметил, но смог вернуться только в понедельник утром. И как раз застал управляющую (наверное) за обновлением ценников. Она выслушала и сообщила, что сейчас-то цены такой на витрине нет и значит, что доказать я не смогу. Действительно рядом с чаем лишь лейбл ""Акция"", а цену уже убрали. Совпадение? Не думаю";3;22 июля 2019
Черняховского, 16/5;бываю здесь часто и ничего не меняется, ценников нет, касса почти всегда работает одна, кроме тех случаев , когда мало людей;2;12 сентября 2018
Черняховского, 16/5;Все как и везде, очереди, кривые ценники..;0;30 мая 2018
Кременчугская, 9 к1;Самая ужасная Пятерочка, где я была! А то, что она ближайшая к дому, удручает ещё больше. Вечно полупустые полки практически во всех отделах, может вы уже научитесь нормально заказывать?;1;14 ноября 2022
Кременчугская, 9 к1;Очередной обман с ценниками. Самая худшая пятерка в СПб !!!;2;28 ноября 2021
Кременчугская, 9 к1;Ребенок собирает эти начивки)))Вчера на Инициативной они кончились и их не выдавали,пошла на Кременчугскую и попросила дать по чеку две эти наклейки.И не дали!Такие принципиальные! Дескать они подотчетные! А сколько людей их не берет и они вдруг сами же дают лишние тут заартачилисьдескать покупайте если хотите! Если бы были такими честными,то не пробивали бы лишние пакеты и несоответствующие акциям товары!;5;13 апреля 2021
Кременчугская, 9 к1;Большой ассортимент товаров, всегда цены ниже аналогичных магазинов сети. Очередей практически нет. Персонал всегда поможет при возникновении затруднений.;3;22 декабря 2020
Кременчугская, 9 к1;Обман с режимом! До 21:00 работает всего;2;15 апреля 2020
Кременчугская, 9 к1;Пятерочка никогда не нравилась, но тем не менее в пятерку магазинов в квартале ее внести можно (вероятно по причине того, что их немногим больше пяти), но она объективно колхозная, если сравнить с любыми соседями, там вечно грязно, чем - то пахнет, в грязных перчатках и формах ходят нерусские работники, которые не всегда внятно могут ответить на твой вопрос (максимально толерантен, но это вопрос качества), странная какая - то планировка у них, вечно нельзя ничего найти с первого раза, единственный плюс - всегда дешевле, но ситуация, как с перекрёстком - цена на кассе далеко не всегда совпадёт с ценником у товара, всегда обоснуют почему, но всегда раздражает, сюда можно заскочить лишь за увиденными на едадиле пельменями на скидосе, и то нередко на кассе можно обрести разочарование с фразой «ой, тут ценники старые, извините»..;0;18 декабря 2018
Чайковского, 81;Хороший магазин, радует что сделали ремонт и теперь пекут свежий хлеб - он очень вкусный! Больше поводов заходить;5;3 сентября 2023
Чайковского, 81;На коляске не зайти. Сам магазин маленький, узкие проходы, в общем, какой то несуразный;3;4 июня 2023, отредактирован
Чайковского, 81;Кассиры вообще неадекватные разговаривают на ты .....;2;29 мая 2023
Чайковского, 81;Очень приятный и отзывчивый персонал, который действительно любит свою работу. Хотелось бы выразить отдельную благодарность кассиру Наталье, всегда подскажет выгодные и интересные акции.;5;26 марта 2023
Чайковского, 81;Уютный магазин. За ассортиментом следят внимательно, также как и к посетителям. Приятный и отзывчивый персонал, отдельная благодарность кассиру Наталье, всегда подскажет выгодные предложения, а также обладает отличным вкусом, что делает покупки более приятными.;5;16 марта 2023
Чайковского, 81;Тараканы! Так возьмёшь бананы, и принесёшь домой жирного таракана!;1;23 января 2023
Чайковского, 81;Гуляли по Питеру, сюда заходили купить водички. Небольшой магазинчик, но всё по стандартам Пятёрочки. Нормально!;4;24 ноября 2022, отредактирован
Чайковского, 81;Посещал несколько раз, можно сказать случайно. Персонал не ориентирован на клиентов, а даже наоборот. Сегодня, 28.06.2022 около 12.50 подошел к кассе, передо мной в очереди находились женщина и девочка лет 12, которая пыталась купить зеленый лук. Продавец (женщина в возрасте) обращалась к девочке на ТЫ, отправила ее поменять лук, тк видите ли там нет штрихкода. А причем тут ребенок то???!!! Разве покупатель должен следить за этим. Я вступился, в итоге продавец очень медленно пошла сама менять. На предложение позвать кассира для открытия другой кассы не отреагировала. Очень неприятный осадок.Пятёрочка УДРУЧАЕТ!!!!!!!!!, а не выручает. Развивайтесь е только рекламой, но и качеством обслуживания.;2;28 июня 2022
Чайковского, 81;Магазин в шаговой доступности, но сейчас совсем не хожу туда. На кассе сотрудник Хамова ( не помню имя) в наглую обвешивает ( обычно я не проверяла вес), но проверяю всегда чек. Удивило в чеке вес за 4 средних яблока 1,5 кг. Я проверила весь весовой товар ( 3 позиции), и везде обвес! Яблок оказалось около 800 гр, и т.д. Деньги вернули, но не извинились! Крыльцо ( магазин в подвале) все разбитое, плитки шатаются ( уже года полтора, может больше), заходя в магазин подвернула ногу. Написала претензию на горячую линию. Ничего не изменилось! Прошло месяца три, крыльцо попрежнему разбито. Очень жаль, что такое отношение к посетителям! Руководство все знает, и ничего не меняется!;1;8 апреля 2022
Чайковского, 81;Тараканов страшное количество, бегают по овощам;1;5 марта 2022
Чайковского, 81;Прямо на входе справа от корзин валяются дохлые тараканы один из умирающих тараканов громко мне просвистел БЕГИТЕ ГЛУПЦЫ!;1;11 ноября 2021
Чайковского, 81;просто отвратительное обслуживание 0/10;1;5 октября 2021
Чайковского, 81;По одному работнику коллектив не судят. Не снимают акционные ценники когда товара по ним давно нет,авось дураки раскупят пельмени по 600 рублей за 700грамм.;1;17 августа 2021
Чайковского, 81;Нет алко отдела. НЕПРИЯТНЫЙ СЮРПРИЗ! БУДЬТЕ ВНИМАТЕЛЬНЫ!!!;2;30 мая 2021
Чайковского, 81;Отличный магазин, товары все в наличии! Отзывчивый персонал.;5;26 октября 2020
Чайковского, 81;This is the worst Пятёрочка I have ever been to. The staff always looks miserable and at times get very rude with customers. Anytime there are more than 5 people inside the shop it's crowded because the shop is so small. The back section where diary dairy products are located smells horrible! It smells like people live there at night and haven't had a shower in more than a year. I always avoid this shop and would not recommend it to anyone!;1;1 июля 2020
Чайковского, 81;В шаговой доступности - лучший магазин. Ассортимент большой, за качеством следят. Конечно, тесновато, но это издержки старого фонда. Именно поэтому тут странным образом подход к кассам организован. Персонал приветливый, честный и быстро запоминает постоянных покупателей. Несколько раз были случаи, когда на кассе что-нибудь забывали - всегда возвращали. По некачественному товару тоже - возврат без проблем.Любимый магазин с одним минусом - телефонная зона неустойчивая (надо знать места, где она есть);5;8 августа 2018
Чайковского, 81;В целом нормально, но вот с овощами и фруктами вечная проблема они битые и гнилые. Персонал не очень то и приветлив, но не хамят и работу своюЗнают.;4;6 сентября 2015
Прилукская, 15;Опрятный, чистый магазин, достаточный ассортимент и очень приятные сотрудники.;4;29 апреля 2022
Прилукская, 15;Выбор не очень. Товар расставлен как то в шахматном порялке. Понравились приветливые кассиры,что бывает редко.;1;13 апреля 2022
Прилукская, 15;Охранник отвратительный, начал на меня гнать из-за того что, я якобы вышел не через выход, а вход, обвинял называл вором, но когда я зашёл я сразу его же спросил, есть ли камеры для пакетов, испортил настроение;3;24 сентября 2021
Прилукская, 15;Не большой выбор печенюх. А так же мяса. И молочки особенно сыров. Часто заезжают китайцы ибо рядом китайский ресторан;4;21 ноября 2019
Прилукская, 15;Нормальные цены! Акции помогают;5;21 марта 2019
Прилукская, 15;Рядом с работой , вежливый персонал , продукты всегда свежие , и ровно лежат !;0;21 марта 2019
Кирочная, 45;Не работает говорилка цены в зале с холодильниками и расписание на 2ГИС некорректное. С 9 на самом деле.;4;25 июня 2022
Кирочная, 45;Хорошая точка, продукты свежие, ценники меняют вовремя, сканеры работают. Работники всегда помогают, если вопросы есть, вежливые, очень приятно сюда заходить;5;3 марта 2022
Кирочная, 45;Куча просрочки и товары лежат не на месте, не под своими ценниками. Пока найдёшь уже кучу времени потеряешь. Повезёт если не наткнешься на просрочку. Столько лет одно и то же;2;24 августа 2021
Кирочная, 45;Обычный супермаркет, цены разные на все, но качество нормальное.;4;28 апреля 2021
Кирочная, 45;Сосиски молочные тавр, пишут что по скидке 1+1, а по факту ее нет. Еще и взяла две пачки. Большие очереди на кассе;2;1 апреля 2021
Кирочная, 45;Не выплачивают зарплатуДо сих пор не получала не аванса не зарплаты хотя банковские реквизиты подавала при трудоустройствеПожаловалась супервайзеру Георгию но он открытым текстом написал мне что заносит меня в ЧЕРНЫЙ СПИСОК И ЖЕНЬГИ МОИ НА ПОПОЛАМ С ДИРЕКТОРОМ ПОДЕЛИЛИ НАВЕРНО;1;25 марта 2021
Кирочная, 45;"Вчера покупал тут колбасу ""Eat meat"" якобы по скидке, на кассе оказалось что скидки нет и заплатил в итоге я в два раза дороже...";1;29 января 2021
Кирочная, 45;воняет го$ном,бегают мышы/ крысыскидок очень мало,;1;1 ноября 2020
Кирочная, 45;Персонал из кишлаков набрали.Сервис стал откровенно никаким.Всё медленно и печально.;1;14 сентября 2020
Кирочная, 45;Все лето воняло канализацией и фекалиями.Вроде отремонтировали недавно.Теперь новая напасть. Набрали узбечек, которые себя возомнили королевами магазина.Вальяжные, демонстративно медленные и неторопящиеся на кассе.Смотрят на покупателей с презрением, как на овно.Такие смешные в своей нелепости.)Глупые выходцы из кишлаков, которые мышлением так и остались дремучими.;1;13 сентября 2020
Кирочная, 45;Чисто, пррдукты в норме, продавцы приветливы;5;20 июля 2020
Кирочная, 45;Вроде всё в порядке, смотрите даты. Постоянно пахнет канализацией.;3;7 июля 2020, отредактирован
Кирочная, 45;Хороший магазин. Двери открываются автоматически когда заходишь в магазин. В магазине есть эти штуки в зале чтобы узнать цену товара.;5;4 июля 2020
Кирочная, 45;Уже на протяжении месяца в магазине воняет г**ном невозможно там находиться;1;29 июня 2020
Кирочная, 45;Очень чисто. Вежливые кассиры. Советуют товары. Могут подсказать по товару. Ценники на месте. Нет толкучки. Сделали просторнее проход. Есть скидочные карты, что удобно.;5;8 мая 2020
Кирочная, 45;В тугисе ложная инфа, магазин работает с 9 утра;4;27 марта 2020
Кирочная, 45;Магазин возле дома, поэтому хожу в него часто, но в последние пол года сильно воняет канализацией, не почувствовать невозможно, судя по всему исправлять не собираются;3;21 февраля 2020
Кирочная, 45;смотрите на даты, чтобы было не просроченное. чуть не купили сегодня горошек, срок годности которого закончился еще в ИЮНЕ, а магазин открылся в октябре. безобразие!;1;17 ноября 2019
Кирочная, 45;"""Пятерочка выручает"", но не всегда. Шла домой и решила по пути зайти в Пятерочку, хотя всегда посещала Дикси, но магазин есть магазин ведь, тем более сеть Пятерочек растет в геометрической прогрессии, наверняка же выбор хороший. В итоге не смогла купить и половины задуманного, не потому, что разобрали, а потому, что банально не было того, что было мне нужно. Зато нашла вкусный сыр, который больше нигде не встречала.Персики были зеленые, яблоки не очень на вид, но в целом магазин неплохой.";4;14 августа 2018
Кирочная, 45;Здравствуйте! Было очень удобно, когда ваш магазин работал с 8:00, я и мои коллеги имели возможность закупиться перед рабочим днем. Теперь же вы снова делаете кассу магазину 24 часа) Предлагаю рассмотреть возврат к раннему началу, хотя бы с 8:30!);4;12 января 2017
Моисеенко, 22;Здесь есть кофе автомат и можно взять с булочкой комбо выгодное 🥰;1;30 августа 2023
Моисеенко, 22;Персонал медленные и хамоватыеОсобенно сборщики;1;16 июля 2023
Моисеенко, 22;Помойка. Персонал себе на уме . Не советую заходить;5;12 июля 2023
Моисеенко, 22;Всё на пять;5;21 мая 2023
Моисеенко, 22;Весьма приятный представитель этой торговой сети. Довольно просторный, с широким ассортиментом, кассами самообслуживания - всё это радует посетителя вроде меня.;5;20 апреля 2023
Моисеенко, 22;Пятёрочка на пятёрочку! Чистенько, кассиры вежливые все отлично.;5;7 августа 2022
Моисеенко, 22;Отличный сделали магазин, его тут очень не хватало. Теперь тут и воду и мороженое и кофе можно купить. Кстати при магазине можно было бы сделать несколько мест гле можно перекусить из купленного. Но в целом всё очень хорошо.;4;3 июля 2022
Моисеенко, 22;Хороший магазин, удобное расположение. 4 ставлю за то, что часто бывают полупустые полки, видимо, из-за большого потока людей.;5;18 мая 2022
Моисеенко, 22;Отлично всё 👍👍👍!!! Но господа, когда вы уже начнёте изготавливать и продавать курицу ГРИЛЬ???;5;10 января 2022
Моисеенко, 22;Большой магазин с шикарным ассортиментом, чистота, компетентный персонал!;5;9 января 2022
Моисеенко, 22;Лучшая пятёрочка из тех что я видел);0;29 декабря 2021
Свердловская набережная, 62;Чистый и приятный магазин.;1;3 сентября 2023
Свердловская набережная, 62;В 2гис указано время работы до 23:30, по факту - до 23:00.;4;28 мая 2023
Свердловская набережная, 62;Раньше часто заходили, но когда убрали дверь электронную, перестали сюда ходить. С коляской не удобно.;4;17 мая 2023
Свердловская набережная, 62;Очень удобно, магазин находится рядом с домом. В магазине чисто но вот ассортимент можно было бы сделать побольше.;4;20 января 2021
Свердловская набережная, 62;Нравится ходить в пятерку! Удобно рядом с домом! Цены хорошие, можно найти, что душе угодно!);0;15 ноября 2020
