Address;Text;Stars;Date
Загородный проспект, 35;Сотрудники на кассе особо работать не хотят.Как-то раз сотрудники не знали есть ли у них нужный мне товар или нет. Персонал сохраняет целостность и количество своих товаров и оборудования всеми силами.;1;10 июня 2019
Загородный проспект, 35;Сотрудников в зале нет от слова вообще. Сроки годности нарушены. Пряники вообще с плесенью!;3;27 мая 2019
Загородный проспект, 35;цены не дорогие, но нужно быть внимательным ценники не соответствуют продукции на полках, так же забывают убирать ценники на продукты акции которых закончились, так что нужно сверять чек...;0;8 августа 2018
Невский проспект, 146;Нет свежей выпечки;3;30 июля 2023, отредактирован
Невский проспект, 146;Продавец неадекватный;1;24 июля 2023, отредактирован
Невский проспект, 146;Маловато месте. Стандартная пятерка;5;11 июля 2023, отредактирован
Невский проспект, 146;Не очень удобный магазин, чтобы найти что-то ходили кругами;3;11 июля 2023, отредактирован
Невский проспект, 146;Замечательный магазин. Всё чисто, цены соответствуют реальным. Очень хорошее обслуживание. Всегда приятно туда заходить.Моя пожилая мама теперь ходит только в этот магазин именно из за душевного обслуживания.Она попросила меня написать отзыв о магазине и прекрасной работе продавцов: Малике Кориговой, Сергея Санникова и Равиле Валиулине.Эти продавцы всегда доброжелательны, улыбчивы, всегда помогают, если их попросить. И часто сами предлагают помощь покупателям, если возникают какие либо затруднения.Спасибо вам огромное. За хорошую работу. За то, что моя старенькая мама всегда радостной приходит из вашего магазина.Очень здорово, что рядом есть магазин с таким высоким уровнем сервиса и доступными ценами!;5;23 апреля 2023
Невский проспект, 146;Составлять отзывы на сетевые магазины - дело муторное и, по своей сути, никчёмное, но в данном случае можно сделать исключение. Сам магазин довольно просторный (привет, Дикси и КБ!), качество продукции на высоте, равно как и адекватность цен. Но в конкретно описываемый визит хотелось бы поблагодарить кассиров, приветливость и внимательность которых делает честь данному магазину.;0;17 апреля 2023
Невский проспект, 146;Рядом, быстрое обслуживание, кассы для самостоятельной оплаты зачёт 👍;5;10 февраля 2023, отредактирован
Невский проспект, 146;Такое ощущение, что в магазине работает всего 2 человека.;5;26 января 2023
Невский проспект, 146;Хорошие акции;1;6 января 2023
Невский проспект, 146;Чисто. Но без суеты;5;3 декабря 2022, отредактирован
Невский проспект, 146;Нормальный магазин. Уважают тут покупателей. Готовы решить любые вопросы. Здороваются. Вежливо общаются. Богатый ассортимент различной продукции от съедобной до несъедобной. Есть свое собственное кулинарное производство. Все удобно расположено. Нет узких проходов. Нет духоты. Качество товаров приличное. За чистотой стараются следить. Много заманчивых временных акций. Интересная программа лояльности. Средний уровень цен. Что-то можно купить и по низким ценам.;4;29 ноября 2022
Невский проспект, 146;Недорого и это главное.;4;11 ноября 2022
Невский проспект, 146;Акции это главный плюс Пятерочки. Товары неплохие по качеству. Персонал так себе.;4;23 сентября 2022
Невский проспект, 146;К кассе самообслуживания после двух вызовов, сотрудник так и не подошёл.;4;9 сентября 2022
Невский проспект, 146;Там работает на кассе, злобный парень гном. Постоянно употребляет на рабочем месте энергетик. Видимо после бурных ночных возлияний. А все посетитили, его враги...которые мешают ему отдыхать на работе и востонавливать хп, для новых ратных подвигов.;1;28 августа 2022
Невский проспект, 146;1 холодильник с холодными б/а напитками и все.;2;17 апреля 2022
Невский проспект, 146;Хороший магазин. Очень жаль, что убрали свою выпечку, было удобно брать свежий хлебушек и пирожки.;3;24 марта 2022
Невский проспект, 146;работники - мошенники и обманщики;5;14 февраля 2022
Невский проспект, 146;Несмотря на недочёты в общем и целом магазин неплохой, всегда хожу возле дома у себя и спокойно покупаю продукты.;1;13 февраля 2022
Невский проспект, 146;много лет хожу в этот магазин. да хотелось бы конечно чтобы было почище и продукты лежали красивее, но еда от этого не становится менее вкусной;4;19 января 2022
Невский проспект, 146;Пробили покупку. Я уточнила, почему так дорого, кассир сказала «Вы столько набрали! Если нет денег, чего тогда приходите».Дома обнаружила, что мне пробили один товар по три раза. Кассир Гаврилова Ольга Викторовна, Невский 146 лит А. 27.12.21;4;27 декабря 2021
Невский проспект, 146;ну пятерочка как обычно, товары по залу, ценники не везде совпадают, товар есть, но систематизации в магазине нет, на кассах очереди;1;15 декабря 2021
Невский проспект, 146;Нет бравлов , день испорчен;3;1 октября 2021
Невский проспект, 146;Приятный, чистый магазин, в отличие от московских. Хороший ассортимент;1;27 августа 2021
Невский проспект, 146;"Чистый, приятный магазин в сравнении с Дикси. Хороший ассортимент, акции. Но всю картину портят отвратительные, грубые кассиры. Сегодня обслуживала девушка, похожая на азиатку, ни ""здравствуйте"", ни "" до свидания "", грубо гавкнула, чтобы я выгрузила ей товары с корзины на ленту, покидала мне товары, не спросив выручайку. Когда я ей сказала какая она "" приветливая"", демонстративно отвернулась. Обычно негативные отзывы я оставляю редко, но тут очень неприятно. Кажется, этой даме ни её работа, ни покупатели жутко не по душе.";5;17 августа 2021
Невский проспект, 146;Отличная пятёрочка, в сравнении с тем как они обычно выглядят. Чисто, приятный ремонт, вкусная выпечка, кассы самообслуживания работают и очень удобные. Все бы пятёрочки так выглядели;3;5 мая 2021
Невский проспект, 146;Нормальный недорогой кофе, свежевыжатый сок какой-то водянистый, нормальная выпечка;5;23 апреля 2021
Невский проспект, 146;Плитка магазина – тонкая отсылка к великому сериалу Твин Пикс. Хожу в магазин исключительно из-за эстетических переживаний;4;23 апреля 2021
Невский проспект, 146;Хорошая Пятёрочка, зашла посмотреть время работы и аж обидно стало за такой низкий рейтинг! Выпечка норм, после 20 ещё и скидки💔 нет отдела бытовой химии, но магазин рассчитан скорее на мини кафе и перекус. Большой отдел молочной продукции, снэков. Свежий, чистый ремонт. (Если вас обидели кассиры, могу рекомендовать кассы самообслуживания, они тут тоже есть!));5;17 апреля 2021
Невский проспект, 146;Пятерочку пятерочке, не знаю, почему все ставят единицы этому магазину. Возможно чего-то я не знаю, не важно. 15.04.21 в 17:30 там все было замечательно, чисто, убрано, ценники все соответствующие, кассир, попятная женщина в возрасте. В общем лайк однозначно.;5;15 апреля 2021
Невский проспект, 146;Типичный эконом магазин. Частенько ценники на один товар подкладывают под другой, можно напороться на просрочку и обычная история с очередями в кассу. Так что надо быть более чем внимательным. Однако тут почище и попросторнее чем в Диксях.Меняю отзыв, т.к. сказал продавцу, что ценник отсутствует, прошло 2 дня, но ничего не поменялось;5;26 марта 2021, отредактирован
Невский проспект, 146;Очень странный магазин.1) Как только заходишь, сразу видишь пол, который ничего кроме отвращения (а у эпилептиков и того хуже) не вызывает2) Зачем-то товары одной категории по разным залам разнесли (например, сладости). Наверное, чтобы ещё сильнее вбить покупателям мысль, что сюда лучше не приходить3) Ценники на какие-то товары перепутаны4) Кассы самообслуживания бесполезны, когда хочешь отсканировать штрих-код из мобильного приложения. Посмотрите, как ребята из магазина через дорогу свои кассы организовали5) Сотрудники магазина любят покурить и подымить на посетителей и просто прохожих;1;22 февраля 2021
Марата, 65;хороший не дорогой магазин, все отлично;5;29 мая 2023
Марата, 65;Пятёрка конечно огонь;1;3 марта 2023, отредактирован
Марата, 65;Был в магазине в пятницу 27 мая 2022г. перед закрытием, после совершения покупки, директор магазина вёл себя по хамски по отношению ко мне, не дал мне упоковать в рюкзак покупку, грубо сказв что упакуешь на улице он стал выталкивать меня из магазина, вместо того чтобы вежливо попросить поторопиться. У меня остался осадок от такого отношения к покупателю;2;28 мая 2022
Марата, 65;Магазин не соответствует нормам потребителя, на большинстве товаров нет ценников. А если и есть то неправильные, цены стоят старые, а продают по другой стоимости;1;17 апреля 2022
Марата, 65;Ценники вечно перепутанные! Каждый раз проверяйте чек!Сегодня произошла не очень лицеприятная ситуация: сотрудник магазина публично наказывала воришку. Слышать ее оры на весь магазин, нецензурную отборную брань было крайне не приятно покупателям! Фу, позорище!!!;1;20 декабря 2021
Марата, 65;Тухлым мяском полакомился. Спасибо пятёрочка.;1;30 ноября 2021
Марата, 65;Нет ценников либо не правильныеСтараюсь не покупать там,по возможности;4;3 мая 2021
Марата, 65;Обычная Пятёрочка. Рядом парковка велосипедов на прокат.;5;28 апреля 2021
Марата, 65;Абсолютно обычная пятёрочка, проблем при посещении не было.;1;7 октября 2020
Марата, 65;Отвратный магаз,лучше не тратить свои нервы и время,и сходить в реал в ста метрах;1;12 сентября 2020
Марата, 65;Цены не соответствуют ценникам, покупал квас, пробили как шоколадку. 3 раза посещал это место, и все 3 раза обманывали!;1;1 мая 2020
Марата, 65;Продавцы на вопрос об отсутствие ценников на товаре, отвечают по хамски. Что будут завтра и ищите сканер.;5;12 ноября 2019
Марата, 65;Мне нравится эта Пятёрочка тем, что в ней пока ещё не очень большая проходимость и поэтому можно найти такие позиции на полках, которые в других филиалах сметают в первый же день )));2;23 сентября 2019
Марата, 65;Очереди каждый раз, заходил 8 раз, и всегда работает одна касса.;5;10 августа 2019
Марата, 65;"Лет 10 на этом месте работал супермаркет ""полушка"" и это был ад, но его закрыли и открыли пятёрочку, всё чисто и красиво, будем заходить переодически";0;29 июля 2019
Суворовский проспект, 10;Хороший магазин у дома. Персонал вежливый.;5;13 июня 2023
Суворовский проспект, 10;Оивйиоевитеаи;1;22 апреля 2023
Суворовский проспект, 10;Обычный магазин. Уважают тут покупателей. Готовы решить любые вопросы. Здороваются. Вежливо общаются. Богатый ассортимент различной продукции. Не все удобно расположено. Нет духоты. Возле кассовой зоны всегда хаос. Качество товаров приличное. За чистотой стараются следить. Много заманчивых временных акций. Интересная программа лояльности. Средний уровень цен. Что-то можно купить по низким ценам.;3;26 апреля 2022
Суворовский проспект, 10;Просто шарага а не магазин! Женщина на кассе ,в платке на голове, жутко хамит и выражается так как не должен выражаться человек работающий в сфере обслуживания! Ценники не соответствуют стоящим товарам за ними! Очереди вечные 5+ человек стабильно!Увидев оценку я понял что мой комментарий не особо повлияет, но надеюсь что какой-либо тренинг по стрессоустойчивости и культуре общения организуют для сотрудников данного магазина! В особенности он требуется женщине в платке!;1;28 января 2022
Суворовский проспект, 10;Пятёрочка как Пятёрочка. Минус один, очередь постоянная вечером в 7-10+ человек. Работает одна касса.;1;14 октября 2021
Суворовский проспект, 10;Бухой охранник докопался до меня якобы я что-то украл, когда он предложил показать мне момент кражи на камере, по какой то непонятной причине, сделать он этого не смог. Бардак полный, чел тупа на рабочем месте хуч потягивает, советую обходить этот магазин стороной.;1;25 сентября 2021
Суворовский проспект, 10;Дёшево и сердито, но персонала не хватает. Довольно грязно, часто отсутствуют ценники или путаница с ними, в целом атмосфера «очень-очень эконом» магазина. Хоть это и Пятёрочка, но есть филиалы поприличнее :);3;11 июля 2021
Суворовский проспект, 10;я пришла за 15 минут до закрытия магазина, работала 1 касса (из 3), очередь была из 4-5 человек. за 10 минут до закрытия очень усталого вида девушка встала возле двери и весьма агрессивным образом стала предупреждать заходящих (их было от силы 3 человека), что она в 10 закроет дверь. когда один из покупателей предложил вполне разумную идею открыть вторую кассу, она прямым текстом предложила ему пойти домой. я понимаю, что работа стрессовая, особенно когда сотрудников не хватает, но и грубить людям наверно тоже не надо. то, что на мое «здравствуйте» от кассира я не услышала ничего, даже рядом не стоит.;1;2 июня 2021
Суворовский проспект, 10;Большая очередь, а касса только одна работает;1;27 марта 2021
Суворовский проспект, 10;Когда уже наведут порядок с ценниками, их либо нет, либо всё в кучу(особенно на холодильниках!)!!;1;20 марта 2021
Суворовский проспект, 10;Очереди, путаница с ценниками, классическая пятерочка.;3;26 февраля 2021
Суворовский проспект, 10;"Грязно, тесно, ценники часто не соответствуют(и всегда не в пользу покупателя), а главное постоянные очереди на кассе! На просьбу открыть вторую кассу ответ один: ""Кассиров нет!""";1;15 февраля 2021
Суворовский проспект, 10;Ужасный магазин, надеюсь его закроют;1;24 января 2021
Суворовский проспект, 10;Купили 4 банки пива по 49 рублей за 224 рубля);1;2 декабря 2020
Суворовский проспект, 10;Сказали заткнуть рот тряпкой. Нос можно не закрывать. Рот достаточно. Вся суть происходящего в одной фразе. Это не прихоть продавца. То что есть мед заключение запрещающее одевать тряпку на лицо продавцов не волнует;1;12 октября 2020
Суворовский проспект, 10;Была всего один раз, сегодня. Не магазин, а лабиринт с узкими проходами. В остальном нет претензий, очереди не было, кассир вежливая, просрочка не попалась, ценники соответствовали. Чудеса :);4;24 сентября 2020
Суворовский проспект, 10;Отвратительно хамский персонал который не знает законов по которым продает. Какой, простите, паспорт при энергетиках? Захотели проблемы?Будут, ребят. Ждите проверку.;1;30 августа 2020
Суворовский проспект, 10;В принципе проблем не возникало,но...почти год хожу туда с выручай картой(она в телефоне, в спец.приложении,т.е только для начисления бонусов)Так вот копила я бонусы,копила,вернее так думала, пока не приехали в деревню под Питером,там даю свой телефон,мне продавец: Девушка,а ваша карта не активирована...Ни одна кассирша в нашей 5 даже не пискнула об этом;1;19 июня 2020
Суворовский проспект, 10;Удобно, что рядом с домом. В целом, всё хорошо. Главное, следите за свежестью продуктов!!!;5;4 апреля 2020
Суворовский проспект, 10;Очереди постоянно.Путают ценники, вешают не к тому товару, который он относится.Везде стоят телеги с продуктами привезенными, неудобно проходить.Закрыли вход к алкашке в магазине, только со стороны улицы. Может это и хорошо, но жутко не удобно.;1;25 декабря 2019
Суворовский проспект, 10;Очередь и расположение касс убогое;1;6 октября 2019
Суворовский проспект, 10;Магазин грязный! Работают по своему отдельному придуманному графику;1;14 мая 2019
Суворовский проспект, 10;Сотрудники магазина настоящие хамы.Будьте внимательны испорченный товар на прилавках.Неверные ценники или они вообще отсутствуют.;2;5 мая 2019
Суворовский проспект, 10;Вывозят просроченный товар и из за этого во дворе дома скапливаются люди без определенного места жительства. Это законно вывозить просрочку?;1;6 марта 2019
Суворовский проспект, 10;Ужасный магазин: мясо все желтое/синие, фрукты/овощи гнилые;1;28 декабря 2018
Суворовский проспект, 10;Я часто отовариваюсь в пятерках. Хорошие скидки, да и ассортимент норм. Но в этом магазине действительно не погуляешь. Согласен с отзывами. грязь, пыль. На кассиров стыдно смотреть. Жилетки,которые должны быть красного цвета-впереди засаленно-черные. Волосы во все стороны. надо как-то решить этот вопрос с их видом.;2;27 сентября 2018
Суворовский проспект, 10;Отвратительная кассирша. На моё предложение закидывать продукты сразу с пакет начала меня на весь магазин (я не преувеличиваю!) отчитывать что даже бабушки об этом не просят, а я такая наглая! Я была в шоке, мягко говоря! При всех меня обругала! Думаю пойти в полицию и написать на неё заявление, благо статья такая есть.;1;20 августа 2018
Суворовский проспект, 10;Это самый отвратительный магазин из всех существующих. Это невыносимо! Мало того, что никогда ничего нет: ни товаров, ни ценников так там работает одни хамы, никогда нет сдачи, всегда очереди по 15 человек, вечно работающая одна касса... А сегодня они еще и карты не принимали к оплате. Это ужасное, неразвитое место, похожее на притон для наркоманов, состоящий из узких коридоров, где невозможно развернуться!;1;6 марта 2018
Суворовский проспект, 10;"Это самая отвратительная пятерка, в которой мне удавалось побывать. Самые ""гнилые"" продавцы, постоянно хамское общение, вечные очереди, а на просьбу позвать еще кассира, отвечают, что как бы уже позвалиНомер, на который надо звонить при очередях, заблокирован или занят.Был случай, когда мне не могли выдать сдачу словно это мои проблемы. На что, изловчившись, продавец попросила взаймы у следующего покупателя.";1;10 ноября 2017
Суворовский проспект, 10;Магазин Пятёрочка на Суворовском проспекте 10 этаже грязный, не приятно было выбирать, много пыли, и грязи. Но всё же приобрели некоторые товары вечером 15.10.16. Дома обнаружили, что конфеты в плесени и крем для лица сильно просрочен. Что говорить об остальных продуктах и товарах, лежащих там на прилавках, стоит проверить, наверняка куча просрочки и нарушений правил хранения. Впервые зашли в этот магазин, больше не зайдём. Но купленные товары сейчас (16.10.16) понесём обратно как откроется магазин , правда чек не взяли при покупке. Деньги должны вернуть. Отпишусь.;2;16 октября 2016
Лиговский проспект, 107;Невысокие цены на продукты;5;2 декабря 2022
Лиговский проспект, 107;Приехали с другого города, посетили данный магазин. Очень понравилось отношение персонала, а именно директора магазина. Очень вежливый, приятный мужчина. Однозначно пятёрочка!;1;5 сентября 2022
Лиговский проспект, 107;Одна просрочка;1;9 мая 2022
Лиговский проспект, 107;Самая отвратительная Пятёрочка в которой я была. В зале грязно, непонятно по какому принципу расставлены продукты, пиво рядом с молоком. Когда я подошла к кассе, кассир рыгнула, попила водички, сказала, что не будет обслуживать и велела идти на кассы самообслуживания.;1;3 декабря 2021
Лиговский проспект, 107;Сам магазин неплохой, хороший ассортимент, но хабалистая кассир на выходе (необъятных размеров из ближнего зарубежья), швыряющая товар и чеки (спасибо, хоть не в лицо), портит всё впечатление.;1;20 октября 2021
Лиговский проспект, 107;В холодильнике с напитками ни одной бутылки обычной воды, стоят какие то непонятные напитки к которым не соответствует ни один ценник и подпись под ними. Выглядит как какая-то лотерея, но скорее всего это обычный лох0трон.;2;10 июля 2021
Лиговский проспект, 107;Половина продавцов неодыкватно себя ведут, как будто ты им что-то должен;1;23 марта 2021
Лиговский проспект, 107;продавщицы бабки долбанутые, грубят постояннобез мата трудно сказать;1;11 августа 2020, отредактирован
Лиговский проспект, 107;Пока стояла в очереди кассирша нагрубила всем. Реально как на рынке себя чувствуешь.;5;26 июня 2020
Лиговский проспект, 107;Вежливые работники, адекватные цены. Месторасположение тоже удачное.;1;8 июня 2020
Лиговский проспект, 107;Какое то засилье баб в хиджабах, которые вечно заняты своими телефонами;1;6 июня 2020
Лиговский проспект, 107;Самая ужасная пятёрочка, в которой мне довелось побывать. Пока стояла в очереди, кассиры успели нагрубить трём покупателям (также из уст одного кассира прозвучала фраза «не нравится - вон дверь»). Я не стала исключением, мне тоже нагрубили со словами «уходите». Позор, неадекватный персонал.;5;6 февраля 2020
Лиговский проспект, 107;Обычная среднестатистическая пятёрочка;1;5 января 2020
Лиговский проспект, 107;Пятерочка разочаровывает последнее время. Постоянно товары по акции пробивают как по обычным ценам. На кассе удивляются как так, пошел принес им ценник. Начали перепробивать товар, очередь. Много времени потерял из-за этого. На карту вернули деньги но они должны придти в течении суток. Позвонил на горячую линию сказали это из-за банка, не извенений, ничего. Сочувствую продавцам которым приходится там работать.;1;10 декабря 2019
Лиговский проспект, 107;Дорогая пятёрочка, если не по акциям. Всегда большие очереди и отстувие кассира на одной-двух кассах.;4;18 сентября 2019
Лиговский проспект, 107;"Площадь магазина небольшая, но самое нужное есть. Цены хороши, когда по акции. На кассе лучше после оплаты далеко не уходить и проверить чек, бывает, что пробивают товары по предыдущей ""доакционной"" цене. Кассиры мне нравятся, вроде и работают быстро, проходимость у магазина дикая, очереди все равно есть практически всегда.";1;16 сентября 2019
Лиговский проспект, 107;Добрый день, в двух словах хочу описать менталитет данной субстанции. Кассир не знает манеры общения с людьми, этой милой женщине нужно батрачить в ремонте обуви... А ценники и вправду не соответствуют той которая была на прилавке, и той которая прошла по кассе...;1;16 августа 2019
Лиговский проспект, 107;Цены постоянно - лотерея. Берёшь за одну пролают за совершенно другую! Проверяйте всегда срок годности. Тут это в порядке вещей!;1;24 февраля 2019
Лиговский проспект, 107;Ужасный филиал. Ощущение , что ты на рынке. Продукция порченая , яйца все битые (обязательно проверяйте сроки и состояние товара, если хотите там что то приобрести). Расположение отделов ужасно неудобное, невозможно найти те или иные товары. На кассах пакеты почему то висят на стульях у кассира - это вообще гигиенично?! Пакеты, соответственно, никто не открывается - стоишь одной рукой пакет открываешь, второй рассчитываешься чтобы очередь не задерживать.;1;29 декабря 2018
Лиговский проспект, 107;Купил кг картошки.Спасибо, грамм так на 300 там был камень.Больше ни ногой.;0;4 ноября 2018
Полтавский проезд, 2;ужасный магазин, продали протухшую рыбу;1;21 августа 2023
Полтавский проезд, 2;Сегодня вечером (примерно 18.50) работала одна девушка на кассе с чёрными волосами и вся в татуировках и с пирсингом, но проблема не в ее внешнем виде, а в том, как она общается и обращается с покупателями! Девушка явно была обозлена на весь мир и активно делилась своим недовольством с покупателями, швыряя товары и закатывая глаза, когда пенсионер попросил отменить какие-то товары. Людей в очереди было много, и с каждым она обращалась как будто делала великое одолжение. На вопрос, есть ли в магазине спички девушка ответила: «Без понятия». Зачем нанимать на работу людей, которые явно не хотят работать?!;1;10 июня 2023
Полтавский проезд, 2;Хороший магазин на районе. Всем рекомендую кофе из аппарата после касс. Особенно очень люблю там брать кокосовый раф);5;22 апреля 2023
Полтавский проезд, 2;Ув.администрация магазина,пожалуйста обратите внимание на то,что в магазине над прилавками с крупами и конфетами летает моль. Следовательно,в продуктах могут быть личинки моли.;1;14 декабря 2022
Полтавский проезд, 2;Пива мало выбора и цены дороже чем в К&Б и Винлаб;4;18 сентября 2022
Полтавский проезд, 2;Продали просроченный йогурт, вернуть не могу т.к чек не сохранил. Не рекомендую!;1;15 февраля 2022
Полтавский проезд, 2;Отвратительный магазин. Администратор на пустом месте нахамила и оскорбила. Покупка была совершена 21.12.21. Очень жаль, что руководство магазина не следит за своими сотрудниками.;1;21 декабря 2021
Полтавский проезд, 2;ЦЕНА ОДНА СТОИТ ,А ПРОДАЛИ В ТРИ РАЗА ДОРОЖЕ, времени со всем этим разбираться нет,В пятёрочке постоянно так ,ПРИМИТЕ УЖЕ ХОТЬ КАКИЕ-ТО МЕРЫ! Плюс ко всему продукты просто бросали небрежно;1;18 июня 2021, отредактирован
Полтавский проезд, 2;Кассиру Аделина большое спасибо за вежливое обслуживание! Так держать!;5;3 февраля 2021
Полтавский проезд, 2;То, что пишут про ценники - не знаю, с этим лично не сталкивалась могу сказать, что выбор продукции довольно большой, на кассах вежливый и отзывчивый персонал:);5;23 декабря 2020
Полтавский проезд, 2;В целом норм пятерочка, но на ценники можете вообще не смотреть, всё равно там вероятность правильной цены 50/50;3;6 ноября 2020
Полтавский проезд, 2;Магазин очень чистый и продукты всегда свежие. Большое спасибо за прекрасное обслуживание !;5;29 октября 2020
Полтавский проезд, 2;Нужно постоянно проверять ценник и чек: на ценниках одна цена, в чеке по итогу другая. Чаще всего такие расхождения по акциям.;1;21 сентября 2020, отредактирован
Правды, 22;Отвратительный магазин.;4;1 сентября 2023
Правды, 22;Хороший магазин, планировка чудная можно хороводы водить 🤣🍾;2;21 мая 2023, отредактирован
Правды, 22;Время работы до 23.00 (в 2гис указано 23.30).;1;18 мая 2023
Правды, 22;Неадекватная директор магазина, если Вы ей не понравились и она посчитала, что Вы не так с ней разговариваете, сразу вызывает чоп, и совместно нарушают закон, сотрудник ЧОП по имени Спиридонов Александр Юрьевич приезжает по вызову, мои доводы его не интересуют, он ориентируется только на слова директора, что оказывается я хулиганил и ругался матом, чего не делал на самом деле, далее Спиридонов Александр Юрьевич препятствовал моему передвижению, не выпускал из магазина, толкал, трогал руками и угрожал перцовым балончиком и дубинкой, не давал выйти из магазина, по итогу я выйти из данного магазина смог только в присутствии полиции, которую вызвала товарищ директор, отдам должное, товарищам Полицейским, которые точно так же на всю эту ситуацию посмотрели с выпученными глазами и спокойно меня отпустили, люди обходите стороной это место беспредела и беззакония.НЕ ПОНРАВИЛИСЬ ДИРЕКТОРУ МАГАЗИНА И У НЕЕ ПЛОХОЕ НАСТРОЕНИЕ? НИЧЕГО СТРАШНОГО, ОНА ВЫЗОВЕТ НА ВАС ЧОП, ТОГДА ЕЕ НАСТРОЕНИЕ УЛУЧШИТСЯ!P.S. все видеоматериалы данной ситуации у меня имеются;1;7 апреля 2023
Правды, 22;Организация Чоп которая отвечает за охрануПятерочки,превышает свои полномочияБыл вчера свидетелем того как молодого человека из за словесной перепалки с руководством магазина,удерживали в самом магазине сотрудники чопа и не давали ему покинуть его…Неприятное зрелище;5;7 апреля 2023, отредактирован
Правды, 22;Заказывал здесь доставку, собрали намного быстрее чем у остальных магазинах. Продуктовое ассорти огромное, все товары свежие. Отдельное спасибо директору магазина Ларисе Николаевне за качественный сервис❤️Воспользуюсь доставкой еще раз!;5;5 марта 2023, отредактирован
Правды, 22;Все круто нормальный магазин;1;17 июля 2022
Правды, 22;миринда литровая продовалась с осадком, в каких условиях нужно хранить газировку, что бы она впала в осадок ???;1;23 февраля 2022
Правды, 22;Постоянная проблема с ценниками. Ценники на полках уже 4 раза не соответствовали пробитым на кассе. Естественно, выходило дороже. Осадочек.;4;28 декабря 2021
Правды, 22;Расположена в подвале. Продают свежую выпечку. Раньше рядом с Пятёрочкой в подвале был магазин Дикси, который лет 15 там работал. Видимо, из-за открытия Пятёрочки так близко он и закрылся.;2;27 апреля 2021
Правды, 22;"Как и говорилось в коментах директор сменился и магазин ""сдулся"". Про просрочку можно не говорить, в пятерочке это норма. А директора этого уже видела в каком то магазине (то ли это был дикси, то ли семья), запомнилась скандалом и пофигистичностью к проблемам";1;12 августа 2020
Правды, 22;Пятёрка как пятёрка, только вот директор будто только сменила место работы на Апрашке) эмпатичное клиентоориентированное общение? Нет, не слышали);2;25 марта 2020
Правды, 22;Пятёрочка на улице Правды. Ищу правду. Продавец сказала что приложение на мобильном не работает. Вопрос почему в магазине Петерочка на улице Правды не работает приложение на мобильном для зачисления бонусов? Потеря бонусов от 1000 рублей.;3;16 января 2020
Правды, 22;Верните Дикси напротив (((;3;2 декабря 2019
Правды, 22;в целом, пятерочка, как пятёрочка, акции на ценниках не соответствуют действительности :(;0;23 октября 2019
Кирочная, 24;Мне страшно;1;23 июня 2023
Кирочная, 24;Самый худший магазин на районе. Продавцы хамят, все время слушаю претензии к другим покупателям. Крайне не советую;1;7 июня 2023
Кирочная, 24;отвратительная продавщица . выбрали пакет на кассе самообслуживания,оплатили ,чек не печатали. узнали где взять пакет начала возмущаться и просить чек. И СМЫСЛ ВАШИХ КАСС САМООБСЛУЖИВАНИЯ И ПАКЕТОВ ТАМ,ЕСЛИ НАДО КОМУ-ТО ПОКАЗЫВАТЬ ЧЕК И ПРОСИТЬ ПАКЕТ;4;22 декабря 2022
Кирочная, 24;Хороший продуктовый с невысокими ценами и вежливыми сотрудниками;5;5 ноября 2022
Кирочная, 24;Чисто. Есть выбор, но не всё.Местами тесновато. Оплатить в целом можно быстро. Есть кассы самообслуживания. 5ка стала в целом прогрессировать. Всё дучше и лучше. Раньше часто можно было застрять в очереди.;1;30 июля 2022
Кирочная, 24;Детский сок на полках весь в грязи;3;13 марта 2022
Кирочная, 24;Обычно у Пятёрочки огромные вывески, а тут прям не заметно что есть магазин этой сети. Пятёрочка находится на месте Полушки (была такая сеть), в очень красивом доме. Но сам магазин ещё в старом формате, а это весьма и весьма убого. Вокруг полно кафе и магазинов с готовой едой, а тут ассортимент такой же как и везде, без поправки на работников офисов и тысячи студентов.Есть очереди, но есть и кассы самообслуживания.;1;16 февраля 2022
Кирочная, 24;Самый ущербный магазин в округе в плане сервиса. Продавцы грубят, менеджеры грубят - конечно, понимаю, жизнь не сахар, но делать из себя таких «обиженных» с таким отношением к покупателям … Черт его знает, лучше купить что-то в других магазинах по соседству, а этот стороной обойти.;1;14 сентября 2021
Кирочная, 24;"Кассир в магазине начала хамить не из-за чего. Кашляла на весь магазин и обслуживала покупателей без маски. Кассир, которая сидит на кассе с ""сигаретами"". Ужас тихий";1;25 июля 2021
Кирочная, 24;Стрёмный магазин, ценники не соответствуют, кассиры как из 90х. Ощущение что магазин заброшен, когда там менялся ассортимент- непонятно.;3;5 апреля 2021
Кирочная, 24;"В магазине всегда довольно чисто, никогда не попадалась просрочка.Из минусов можно отметить отсутствие выбора в отделе бытовой химии, а также несколько ""специфическое"" отношение кассиров к покупателям (очень специфическое).";1;16 октября 2020
Кирочная, 24;Решетова Светлана Владимировна - директор данного магазина, хамское поведение, требует носить с собой паспорт - фото ей не достаточно, чтобы продать взрослому человеку пачку сигарет. Так не ведут себя руководители, в сервисе, говорить слово - нет - не приемлемо для директора тем более! Моё мнение, что данный сотрудник не справляется с должностью руководителя, примите меры выше стоящее руководство! Спасибо.;3;13 июля 2020, отредактирован
Кирочная, 24;Продают гнилую тыкву в вакууме по 69 р. Уже два раза. Относятся к покупателям как к совсем не среднему классу.;1;20 марта 2020
